label,eye_side,iris_size,dpi
127_220330_1858_1_0_26.pts,right,2383.6188487289264,96
127_220330_1858_1_0_27.pts,left,2959.816611994575,96
127_220330_1858_1_0_27.pts,right,1673.0726209617599,96
127_220330_1858_1_0_8.pts,left,3855.258657394896,96
127_220330_1858_1_0_8.pts,right,3061.567562056562,96
127_220330_1858_1_0_9.pts,left,3758.679990571158,96
127_220330_1858_1_0_9.pts,right,3041.9081733621388,96
127_220330_1900_4_0_1.pts,left,3031.072296701132,96
127_220330_1900_4_0_1.pts,right,5768.059232435107,96
127_220331_1704_5_5_1.pts,left,4041.6030983071882,96
127_220331_1704_5_5_1.pts,right,3831.9620025392815,96
127_220331_1704_5_5_2.pts,left,3425.576048846403,96
127_220331_1704_5_5_2.pts,right,3934.000931927909,96
127_220331_1704_5_5_3.pts,left,3997.7150489365545,96
127_220331_1704_5_5_3.pts,right,3034.373586981267,96
127_220331_1704_5_5_4.pts,left,3454.7640625921185,96
127_220331_1704_5_5_4.pts,right,2567.169890173455,96
127_220331_1704_5_5_5.pts,left,4015.990391534189,96
127_220331_1704_5_5_5.pts,right,3985.2891773270085,96
127_220331_1704_5_5_6.pts,left,4091.771714991163,96
127_220331_1704_5_5_6.pts,right,2295.882892560404,96
127_220331_1704_5_5_8.pts,left,2718.63392598461,96
127_220331_1704_5_5_8.pts,right,2707.0239958003763,96
127_220331_1709_1_0_2.pts,left,3939.0798400511276,96
127_220331_1709_1_0_2.pts,right,4154.373184601724,96
127_220331_1710_1_0_12.pts,left,4120.663895428677,96
127_220331_1710_1_0_12.pts,right,2904.738384124797,96
127_220331_1710_1_0_13.pts,left,3260.8728179942455,96
127_220331_1710_1_0_13.pts,right,2769.388100632606,96
127_220331_1710_1_0_20.pts,left,3167.0273367790837,96
127_220331_1710_1_0_20.pts,right,2777.035260750233,96
127_220331_1710_1_0_22.pts,left,2793.233661537973,96
127_220331_1710_1_0_22.pts,right,2714.091706606283,96
127_220331_1710_1_0_24.pts,left,3624.9249380153647,96
127_220331_1710_1_0_24.pts,right,2723.3995475071843,96
127_220331_1710_1_0_25.pts,left,2489.9303441264065,96
127_220331_1710_1_0_25.pts,right,2555.4246969721426,96
127_220331_1710_1_0_28.pts,left,2920.119098157981,96
127_220331_1710_1_0_28.pts,right,3014.829390017463,96
127_220331_1710_5_5_1.pts,left,3679.7282765279847,96
127_220331_1710_5_5_1.pts,right,2038.1326686258992,96
127_220331_1710_5_5_2.pts,left,3269.9973993236645,96
127_220331_1710_5_5_2.pts,right,2760.107312335083,96
127_220331_1710_5_5_3.pts,left,3552.891709127047,96
127_220331_1710_5_5_3.pts,right,2558.779219794455,96
127_220331_1710_5_5_4.pts,left,3472.871853581544,96
127_220331_1710_5_5_4.pts,right,3778.345487917983,96
127_220331_1710_5_5_5.pts,left,4824.215716218463,96
127_220331_1710_5_5_5.pts,right,5601.128088792734,96
127_220331_1710_5_5_6.pts,left,3610.648144734011,96
127_220331_1710_5_5_6.pts,right,3875.682500301756,96
127_220331_1804_5_5_1.pts,left,4874.269141171781,96
127_220331_1804_5_5_1.pts,right,3704.3993781695413,96
127_220331_1804_5_5_2.pts,left,4310.441398979643,96
127_220331_1804_5_5_2.pts,right,4413.22994728195,96
127_220331_1804_5_5_3.pts,left,5675.919810563813,96
127_220331_1804_5_5_3.pts,right,5425.727734955018,96
127_220331_1805_4_0_1.pts,left,1072.9280676941237,96
127_220331_1805_4_0_1.pts,right,7961.739134657232,96
127_220331_1805_4_0_2.pts,left,3884.0592080466954,96
127_220331_1805_4_0_2.pts,right,6787.184907942639,96
127_220331_1805_4_0_3.pts,left,2250.955499620195,96
127_220331_1805_4_0_3.pts,right,4938.982459177229,96
127_220331_1805_4_0_4.pts,left,1515.292238587596,96
127_220331_1805_4_0_4.pts,right,10064.247400078342,96
127_220331_1805_4_0_5.pts,left,4228.7870425897245,96
127_220331_1805_4_0_5.pts,right,5794.571656437497,96
127_220331_1821_4_0_1.pts,left,4109.343689900237,96
127_220331_1821_4_0_1.pts,right,3859.139396986729,96
127_220331_1821_4_0_2.pts,left,3757.422480845115,96
127_220331_1821_4_0_2.pts,right,4378.695990037398,96
154_220326_1843_5_5_2.pts,left,2138.7980238931436,96
154_220326_1843_5_5_2.pts,right,4154.520664923459,96
154_220326_1843_5_5_3.pts,left,1823.514766495912,96
154_220326_1843_5_5_3.pts,right,3233.6570263032336,96
154_220326_1843_5_5_4.pts,left,2216.882309298159,96
154_220326_1843_5_5_4.pts,right,3185.861184737364,96
154_220326_1843_5_5_5.pts,left,2563.5544406279037,96
154_220326_1843_5_5_5.pts,right,2942.4593125835027,96
154_220326_1843_5_5_6.pts,left,2618.3743597684193,96
154_220326_1843_5_5_6.pts,right,3302.5608798427293,96
154_220326_1843_5_5_7.pts,left,4521.785063432895,96
154_220326_1843_5_5_7.pts,right,3438.4984666281675,96
154_220326_1843_5_5_8.pts,left,3631.7064148239497,96
154_220326_1843_5_5_8.pts,right,3683.3882319693885,96
154_220326_1844_1_0_48.pts,left,1842.112122340552,96
154_220326_1844_1_0_48.pts,right,2529.4227817759347,96
154_220326_1844_1_0_49.pts,left,1932.5542115142932,96
154_220326_1844_1_0_49.pts,right,2869.789911182853,96
154_220328_1125_1_0_9.pts,left,4319.6698273995635,96
154_220328_1125_1_0_9.pts,right,7779.725728283743,96
154_220328_1126_1_0_1.pts,left,5925.296817411858,96
154_220328_1126_1_0_1.pts,right,2662.454395356771,96
154_220328_1126_1_0_10.pts,left,3937.4976990842374,96
154_220328_1126_1_0_10.pts,right,2326.231550258722,96
154_220328_1126_1_0_11.pts,left,4179.81223111412,96
154_220328_1126_1_0_11.pts,right,2912.9981548098312,96
154_220328_1126_1_0_12.pts,left,4951.266086452788,96
154_220328_1126_1_0_12.pts,right,1942.1413050954905,96
154_220328_1126_1_0_13.pts,left,5521.918066020197,96
154_220328_1126_1_0_13.pts,right,1937.4105901579132,96
154_220328_1126_1_0_14.pts,left,5789.847050152364,96
154_220328_1126_1_0_14.pts,right,2660.5973650326887,96
154_220328_1126_1_0_2.pts,left,2981.477020676463,96
154_220328_1126_1_0_2.pts,right,2098.221736778177,96
154_220328_1126_1_0_3.pts,left,4031.6381409429373,96
154_220328_1126_1_0_3.pts,right,2811.838871364211,96
154_220328_1126_1_0_4.pts,left,5365.430099957155,96
154_220328_1126_1_0_4.pts,right,4326.68954165107,96
154_220328_1126_1_0_5.pts,left,4559.470212641917,96
154_220328_1126_1_0_5.pts,right,3179.5238942233946,96
154_220328_1126_1_0_6.pts,left,3894.4666063763216,96
154_220328_1126_1_0_6.pts,right,2754.667121056686,96
154_220328_1126_1_0_7.pts,left,2850.9438459197963,96
154_220328_1126_1_0_7.pts,right,2568.4308905579765,96
154_220328_1126_1_0_8.pts,left,1441.732719268429,96
154_220328_1126_1_0_8.pts,right,2696.053728786926,96
154_220328_1126_1_0_9.pts,left,2341.80250518038,96
154_220328_1126_1_0_9.pts,right,2298.4214739574554,96
154_220328_1126_5_5_1.pts,left,3261.086620827592,96
154_220328_1126_5_5_1.pts,right,2814.968246713087,96
154_220328_1126_5_5_2.pts,left,3307.7663243368143,96
154_220328_1126_5_5_2.pts,right,3395.4839545481423,96
154_220328_1126_5_5_3.pts,left,3915.9018675847233,96
154_220328_1126_5_5_3.pts,right,2808.4974385112814,96
154_220328_1126_5_5_4.pts,left,2277.5726433777468,96
154_220328_1126_5_5_4.pts,right,2630.616971806537,96
154_220328_1126_5_5_5.pts,left,3603.627557817884,96
154_220328_1126_5_5_5.pts,right,3059.1686069997268,96
154_220328_1126_5_5_6.pts,left,2729.424424085077,96
154_220328_1126_5_5_6.pts,right,2759.024335534258,96
154_220328_1126_5_5_7.pts,left,3256.6316679118445,96
154_220328_1126_5_5_7.pts,right,2931.6801591231683,96
154_220328_1126_5_5_8.pts,left,3174.129954170126,96
154_220328_1126_5_5_8.pts,right,2738.1641603144176,96
154_220328_1130_2_0_1.pts,left,3557.491524370659,96
154_220328_1130_2_0_1.pts,right,3677.6574433704573,96
154_220328_1130_2_0_2.pts,left,3819.7752410372314,96
154_220328_1130_2_0_2.pts,right,3112.135859139246,96
154_220328_1130_5_5_1.pts,left,3519.061992235597,96
154_220328_1130_5_5_1.pts,right,2608.39543977014,96
154_220328_1132_5_5_1.pts,left,3337.2684973479027,96
154_220328_1132_5_5_1.pts,right,3493.9126703790116,96
154_220328_1132_5_5_2.pts,left,2400.3809908650987,96
154_220328_1132_5_5_2.pts,right,3211.8918978662427,96
154_220328_1132_5_5_3.pts,left,813.5581782137468,96
154_220328_1132_5_5_3.pts,right,2279.072753869836,96
154_220328_1132_5_5_4.pts,left,2897.57904353312,96
154_220328_1132_5_5_4.pts,right,3315.5408934898105,96
154_220328_1132_5_5_5.pts,left,2117.6603413222806,96
154_220328_1132_5_5_5.pts,right,1143.1644801175084,96
154_220328_1132_5_5_6.pts,left,2070.4648930190797,96
154_220328_1132_5_5_6.pts,right,1356.0588696111572,96
154_220328_1132_5_5_7.pts,left,2764.092771682059,96
154_220328_1132_5_5_7.pts,right,2268.0501269788856,96
154_220328_1133_1_0_1.pts,left,5959.804594717692,96
154_220328_1133_1_0_1.pts,right,5632.840721301427,96
154_220328_1133_1_0_2.pts,left,2833.7279181781255,96
154_220328_1133_1_0_2.pts,right,5232.281549316394,96
154_220328_1136_4_0_1.pts,left,1114.0445342126156,96
154_220328_1136_4_0_1.pts,right,728.8582222791056,96
154_220328_1136_4_0_10.pts,left,2540.36948684439,96
154_220328_1136_4_0_10.pts,right,1197.317683483756,96
154_220328_1136_4_0_11.pts,left,2746.258124720568,96
154_220328_1136_4_0_11.pts,right,1464.2483392837746,96
154_220328_1136_4_0_12.pts,left,1860.1195568979813,96
154_220328_1136_4_0_12.pts,right,1529.4250422055998,96
154_220328_1136_4_0_13.pts,left,2569.844607252077,96
154_220328_1136_4_0_13.pts,right,1250.0833500947008,96
154_220328_1136_4_0_14.pts,left,2340.362608547481,96
154_220328_1136_4_0_14.pts,right,1404.7544284064172,96
154_220328_1136_4_0_15.pts,left,1687.1443380559863,96
154_220328_1136_4_0_15.pts,right,1118.222852441899,96
154_220328_1136_4_0_16.pts,left,2142.1970526114637,96
154_220328_1136_4_0_16.pts,right,1304.9870450392843,96
154_220328_1136_4_0_17.pts,left,1735.2072149973742,96
154_220328_1136_4_0_17.pts,right,1115.9024372013637,96
154_220328_1136_4_0_18.pts,left,2371.5882941949467,96
154_220328_1136_4_0_18.pts,right,1563.1526573357876,96
154_220328_1136_4_0_19.pts,left,2205.616208976537,96
154_220328_1136_4_0_19.pts,right,1406.5547355298622,96
154_220328_1136_4_0_2.pts,left,1197.520141677008,96
154_220328_1136_4_0_2.pts,right,815.348886026296,96
154_220328_1136_4_0_20.pts,left,1708.6642477330513,96
154_220328_1136_4_0_20.pts,right,1166.8093281588972,96
154_220328_1136_4_0_21.pts,left,1057.8833295419158,96
154_220328_1136_4_0_21.pts,right,1366.366784173425,96
154_220328_1136_4_0_22.pts,left,2249.8559421914542,96
154_220328_1136_4_0_22.pts,right,1842.4201729535612,96
154_220328_1136_4_0_23.pts,left,2570.1805831331353,96
154_220328_1136_4_0_23.pts,right,929.7936157380739,96
154_220328_1136_4_0_24.pts,left,2386.5117319641054,96
154_220328_1136_4_0_24.pts,right,1367.0483352463186,96
154_220328_1136_4_0_25.pts,left,1678.522411551113,96
154_220328_1136_4_0_25.pts,right,1039.2187785211124,96
154_220328_1136_4_0_26.pts,left,2384.658192298491,96
154_220328_1136_4_0_26.pts,right,814.0564697152156,96
154_220328_1136_4_0_3.pts,left,2489.9085275107427,96
154_220328_1136_4_0_3.pts,right,1008.934698005135,96
154_220328_1136_4_0_5.pts,left,1956.8806106285801,96
154_220328_1136_4_0_5.pts,right,1115.1257656841947,96
154_220328_1136_4_0_6.pts,left,2268.40617414628,96
154_220328_1136_4_0_6.pts,right,1144.7719283585993,96
154_220328_1136_4_0_7.pts,left,2552.820665728149,96
154_220328_1136_4_0_7.pts,right,1204.700426219698,96
154_220328_1136_4_0_8.pts,left,1718.8534799062,96
154_220328_1136_4_0_8.pts,right,1056.382346385219,96
154_220328_1136_4_0_9.pts,left,2133.739187056297,96
154_220328_1136_4_0_9.pts,right,1334.1305528891025,96
154_220328_1138_4_0_1.pts,left,4273.866279174857,96
154_220328_1138_4_0_1.pts,right,1604.2106553243502,96
154_220328_1138_4_0_2.pts,left,4838.096319759584,96
154_220328_1138_4_0_2.pts,right,1981.5848735259056,96
154_220328_1138_5_5_1.pts,left,2421.825851384337,96
154_220328_1138_5_5_1.pts,right,2977.086644943062,96
154_220328_1649_5_5_2.pts,left,3228.1208419159066,96
154_220328_1649_5_5_2.pts,right,3600.08366677169,96
154_220328_1649_5_5_3.pts,left,3341.651019099658,96
154_220328_1649_5_5_3.pts,right,3184.5600417800442,96
154_220328_1649_5_5_4.pts,left,3839.8334374657634,96
154_220328_1649_5_5_4.pts,right,4466.057573081366,96
154_220328_1649_5_5_5.pts,left,3356.4714824429375,96
154_220328_1649_5_5_5.pts,right,4672.1155078949305,96
154_220328_1649_5_5_6.pts,left,3197.081033833833,96
154_220328_1649_5_5_6.pts,right,2318.346152698215,96
154_220328_1649_5_5_8.pts,left,3252.2020222703236,96
154_220328_1649_5_5_8.pts,right,2568.210979072241,96
154_220328_1652_1_0_1.pts,left,5831.8030200410585,96
154_220328_1652_1_0_1.pts,right,3891.1434994805672,96
154_220328_1652_1_0_2.pts,left,5205.269961147909,96
154_220328_1652_1_0_2.pts,right,3698.066450978646,96
154_220328_1652_1_0_3.pts,left,4061.7555425153246,96
154_220328_1652_1_0_3.pts,right,2622.1660875683733,96
154_220328_1655_1_0_1.pts,left,3195.6044852866453,96
154_220328_1655_1_0_1.pts,right,2798.482739263357,96
154_220329_2148_1_0_15.pts,left,4418.937173935988,96
154_220329_2148_1_0_15.pts,right,4691.417976757348,96
154_220329_2148_1_0_16.pts,left,3665.64172413511,96
154_220329_2148_1_0_16.pts,right,4946.256991499593,96
154_220329_2148_1_0_17.pts,left,3732.7190906123865,96
154_220329_2148_1_0_17.pts,right,4986.465886806976,96
154_220329_2148_1_0_18.pts,left,4049.4658065874314,96
154_220329_2148_1_0_18.pts,right,5082.102948499255,96
154_220329_2148_1_0_19.pts,left,4418.451972403956,96
154_220329_2148_1_0_19.pts,right,4387.591933234811,96
154_220329_2148_1_0_20.pts,left,4127.690590997186,96
154_220329_2148_1_0_20.pts,right,3734.760253172579,96
154_220329_2148_1_0_21.pts,left,4910.062353471706,96
154_220329_2148_1_0_21.pts,right,5567.380402376123,96
154_220329_2148_1_0_22.pts,left,4169.410941436873,96
154_220329_2148_1_0_22.pts,right,4549.31239639535,96
154_220329_2148_1_0_23.pts,left,5176.096782700784,96
154_220329_2148_1_0_23.pts,right,4470.52212530796,96
154_220329_2148_1_0_24.pts,left,5085.457471321601,96
154_220329_2148_1_0_24.pts,right,4721.856518912167,96
154_220329_2148_1_0_25.pts,left,2938.4223660236644,96
154_220329_2148_1_0_25.pts,right,3417.133018589932,96
154_220329_2148_1_0_26.pts,left,4433.186041949272,96
154_220329_2148_1_0_26.pts,right,2930.5840923529354,96
154_220329_2148_1_0_27.pts,left,3997.6993409732727,96
154_220329_2148_1_0_27.pts,right,4686.636647271523,96
154_220329_2148_1_0_28.pts,left,2872.0483672349155,96
154_220329_2148_1_0_28.pts,right,4099.982616457173,96
154_220329_2148_1_0_29.pts,left,3447.5209461963746,96
154_220329_2148_1_0_29.pts,right,5071.665006907721,96
154_220329_2148_1_0_30.pts,left,4358.803599887777,96
154_220329_2148_1_0_30.pts,right,4895.468782931149,96
154_220329_2148_1_0_31.pts,left,3448.0070203930604,96
154_220329_2148_1_0_31.pts,right,4767.3432898776455,96
154_220329_2148_1_0_32.pts,left,3800.5809825884257,96
154_220329_2148_1_0_32.pts,right,6687.132163242757,96
154_220329_2148_1_0_33.pts,left,3503.861047115379,96
154_220329_2148_1_0_33.pts,right,3648.7521729635964,96
154_220329_2148_1_0_34.pts,left,3357.420941556062,96
154_220329_2148_1_0_34.pts,right,3578.5506671252015,96
154_220330_0705_5_5_1.pts,left,3491.4936440357155,96
154_220330_0705_5_5_1.pts,right,2949.286167952692,96
154_220330_0705_5_5_2.pts,left,3238.6722299088656,96
154_220330_0705_5_5_2.pts,right,3612.6334567581393,96
154_220330_0705_5_5_3.pts,left,2576.978640569627,96
154_220330_0705_5_5_3.pts,right,2583.087292951601,96
154_220330_0705_5_5_4.pts,left,2406.8963049627932,96
154_220330_0705_5_5_4.pts,right,2928.3247636362084,96
154_220330_0705_5_5_5.pts,left,3373.132395482511,96
154_220330_0705_5_5_5.pts,right,2992.6750531572306,96
154_220330_0705_5_5_6.pts,left,2726.4311844179097,96
154_220330_0705_5_5_6.pts,right,3909.237327835946,96
154_220330_0705_5_5_7.pts,left,3310.069286284825,96
154_220330_0705_5_5_7.pts,right,3543.6371007683524,96
154_220330_0705_5_5_8.pts,left,3416.098038343456,96
154_220330_0705_5_5_8.pts,right,3177.044654020932,96
154_220330_0711_5_5_1.pts,left,2818.2608103469593,96
154_220330_0711_5_5_1.pts,right,3373.0276757273436,96
154_220330_0711_5_5_2.pts,left,2816.805205750792,96
154_220330_0711_5_5_2.pts,right,2601.9455755194103,96
154_220330_0711_5_5_3.pts,left,3278.8531999482625,96
154_220330_0711_5_5_3.pts,right,3412.7339162102594,96
154_220330_0711_5_5_5.pts,left,3216.1854078261554,96
154_220330_0711_5_5_5.pts,right,4249.437778299294,96
154_220330_0711_5_5_6.pts,left,5355.798500480039,96
154_220330_0711_5_5_6.pts,right,5908.156811492627,96
154_220330_0711_5_5_7.pts,left,3739.5956878652605,96
154_220330_0711_5_5_7.pts,right,3352.044454795246,96
154_220330_0711_5_5_8.pts,left,3214.481966476211,96
154_220330_0711_5_5_8.pts,right,3375.331510339993,96
154_220330_0714_4_0_1.pts,left,2638.368851679295,96
154_220330_0714_4_0_1.pts,right,2532.376751534932,96
154_220330_0715_1_0_1.pts,left,4210.3109871281185,96
154_220330_0715_1_0_1.pts,right,5307.924991762419,96
154_220330_0715_1_0_10.pts,left,4529.677442310422,96
154_220330_0715_1_0_10.pts,right,6190.071991585699,96
154_220330_0715_1_0_11.pts,left,2626.1908168234554,96
154_220330_0715_1_0_11.pts,right,4719.9680726614615,96
154_220330_0715_1_0_12.pts,left,2983.5984683822558,96
154_220330_0715_1_0_12.pts,right,2103.23432238992,96
154_220330_0715_1_0_2.pts,left,3492.938776656404,96
154_220330_0715_1_0_2.pts,right,4951.073227570439,96
154_220330_0715_1_0_3.pts,left,3565.3385246876146,96
154_220330_0715_1_0_3.pts,right,3831.0622853098666,96
154_220330_0715_1_0_4.pts,left,3276.570309286646,96
154_220330_0715_1_0_4.pts,right,3957.76620768764,96
154_220330_0715_1_0_5.pts,left,5512.018558502916,96
154_220330_0715_1_0_5.pts,right,5808.164280652045,96
154_220330_0715_1_0_6.pts,left,4013.82531059707,96
154_220330_0715_1_0_6.pts,right,4492.313433683657,96
154_220330_0715_1_0_7.pts,left,3529.248606414876,96
154_220330_0715_1_0_7.pts,right,4969.496923154476,96
154_220330_0715_1_0_8.pts,left,5663.025318050074,96
154_220330_0715_1_0_8.pts,right,5021.375962505368,96
154_220330_0715_1_0_9.pts,left,4788.6685953431,96
154_220330_0715_1_0_9.pts,right,6002.509310855492,96
154_220330_0715_3_0_1.pts,left,3794.4304423043973,96
154_220330_0715_3_0_1.pts,right,3712.454945332113,96
154_220330_0715_3_0_2.pts,left,4486.119260168397,96
154_220330_0715_3_0_2.pts,right,4191.563532967828,96
154_220330_0716_2_0_1.pts,left,2862.5808287075047,96
154_220330_0716_2_0_1.pts,right,2471.5651170723168,96
154_220330_0717_5_5_1.pts,left,2895.326696133391,96
154_220330_0717_5_5_1.pts,right,3595.4567989246693,96
154_220330_0717_5_5_2.pts,left,2493.381732722228,96
154_220330_0717_5_5_2.pts,right,2593.665733547941,96
154_220330_0717_5_5_3.pts,left,2454.2348702646323,96
154_220330_0717_5_5_3.pts,right,2275.2129582290445,96
154_220330_0717_5_5_4.pts,left,4201.949987346451,96
154_220330_0717_5_5_4.pts,right,3043.828035539328,96
154_220330_0717_5_5_5.pts,left,3797.87310425395,96
154_220330_0717_5_5_5.pts,right,2995.203162578784,96
154_220330_0717_5_5_6.pts,left,4037.809625177978,96
154_220330_0717_5_5_6.pts,right,3510.084891227986,96
154_220330_0717_5_5_7.pts,left,3290.511999351613,96
154_220330_0717_5_5_7.pts,right,3700.535219205606,96
154_220330_0717_5_5_8.pts,left,3040.193387372057,96
154_220330_0717_5_5_8.pts,right,2991.581604380894,96
154_220330_0718_1_0_1.pts,left,3373.2676584995133,96
154_220330_0718_1_0_1.pts,right,6407.3139962460655,96
154_220330_0718_1_0_2.pts,left,3915.776203878579,96
154_220330_0718_1_0_2.pts,right,5744.594153306644,96
154_220330_0718_1_0_3.pts,left,3330.3613568330993,96
154_220330_0718_1_0_3.pts,right,4024.772015665608,96
154_220330_0719_1_0_1.pts,left,5534.802086558452,96
154_220330_0719_1_0_1.pts,right,4245.661758462674,96
154_220330_0719_1_0_2.pts,left,6213.044887865054,96
154_220330_0719_1_0_2.pts,right,4442.5698046726675,96
154_220330_0719_1_0_3.pts,left,5632.954167702842,96
154_220330_0719_1_0_3.pts,right,4921.636504406307,96
154_220330_0719_1_0_4.pts,left,4169.425776735513,96
154_220330_0719_1_0_4.pts,right,2866.1604990033366,96
154_220330_0719_1_0_5.pts,left,4143.4552774658505,96
154_220330_0719_1_0_5.pts,right,7035.95454021101,96
154_220330_0719_1_0_6.pts,left,1601.734905780362,96
154_220330_0719_1_0_6.pts,right,2221.473397895526,96
154_220330_0722_2_0_1.pts,left,2437.1725314971295,96
154_220330_0722_2_0_1.pts,right,3562.936951636895,96
154_220330_0723_4_0_1.pts,left,2155.231171465337,96
154_220330_0723_4_0_1.pts,right,1403.588548466077,96
154_220330_0723_4_0_10.pts,left,2816.9832293345007,96
154_220330_0723_4_0_10.pts,right,2184.4235485341756,96
154_220330_0723_4_0_11.pts,left,2382.2286939797127,96
154_220330_0723_4_0_11.pts,right,397.1016747368819,96
154_220330_0723_4_0_12.pts,left,2225.786979141832,96
154_220330_0723_4_0_12.pts,right,1438.2743493556045,96
154_220330_0723_4_0_13.pts,left,1958.0517265566305,96
154_220330_0723_4_0_13.pts,right,1678.1558924081994,96
154_220330_0723_4_0_15.pts,left,3001.9881300458965,96
154_220330_0723_4_0_15.pts,right,1715.418671938277,96
154_220330_0723_4_0_16.pts,left,3630.938469953058,96
154_220330_0723_4_0_16.pts,right,1486.0658275983296,96
154_220330_0723_4_0_17.pts,left,4570.612394586689,96
154_220330_0723_4_0_17.pts,right,1592.2027900706028,96
154_220330_0723_4_0_2.pts,left,2180.719087196828,96
154_220330_0723_4_0_2.pts,right,2143.056627268015,96
154_220330_0723_4_0_3.pts,left,5372.668853029754,96
154_220330_0723_4_0_3.pts,right,2720.1602164155,96
154_220330_0723_4_0_4.pts,left,4950.700599775131,96
154_220330_0723_4_0_4.pts,right,2277.205251570227,96
154_220330_0723_4_0_5.pts,left,4843.701444652389,96
154_220330_0723_4_0_5.pts,right,1750.9596841612538,96
154_220330_0723_4_0_6.pts,left,4388.638258121375,96
154_220330_0723_4_0_6.pts,right,2072.7949075705083,96
154_220330_0723_4_0_7.pts,left,4572.054909213457,96
154_220330_0723_4_0_7.pts,right,1168.8688166762856,96
154_220330_0723_4_0_8.pts,left,4658.878058183155,96
154_220330_0723_4_0_8.pts,right,1533.677536928099,96
154_220330_0723_4_0_9.pts,left,3541.526125038062,96
154_220330_0723_4_0_9.pts,right,1427.5545370898362,96
154_220330_0723_5_5_1.pts,left,3323.8067728272495,96
154_220330_0723_5_5_1.pts,right,3753.814012616598,96
154_220330_0724_4_0_1.pts,left,2041.2341187066959,96
154_220330_0724_4_0_1.pts,right,1455.9746059647198,96
154_220330_0724_4_0_10.pts,left,4287.401307524069,96
154_220330_0724_4_0_10.pts,right,2400.5546511256402,96
154_220330_0724_4_0_11.pts,left,3410.8594325935574,96
154_220330_0724_4_0_11.pts,right,1914.411513939819,96
154_220330_0724_4_0_2.pts,left,2413.484922889044,96
154_220330_0724_4_0_2.pts,right,1566.5665213526631,96
154_220330_0724_4_0_3.pts,left,2077.9924980829473,96
154_220330_0724_4_0_3.pts,right,1704.3925543888297,96
154_220330_0724_4_0_4.pts,left,2399.4262957642036,96
154_220330_0724_4_0_4.pts,right,1460.8624005348968,96
154_220330_0724_4_0_5.pts,left,2220.167891615025,96
154_220330_0724_4_0_5.pts,right,1291.7286513764977,96
154_220330_0724_4_0_6.pts,left,2396.8013205692346,96
154_220330_0724_4_0_6.pts,right,1526.9274760460225,96
154_220330_0724_4_0_7.pts,left,1938.1575910777835,96
154_220330_0724_4_0_7.pts,right,1352.8256471717943,96
154_220330_0724_4_0_8.pts,left,1776.326299509751,96
154_220330_0724_4_0_8.pts,right,1289.1324741141395,96
154_220330_0724_4_0_9.pts,left,4036.1524350532645,96
154_220330_0724_4_0_9.pts,right,1944.130980442774,96
154_220330_1023_4_0_1.pts,left,3650.14669103587,96
154_220330_1023_4_0_1.pts,right,2674.655992157486,96
154_220330_1023_4_0_2.pts,left,3245.855132445458,96
154_220330_1023_4_0_2.pts,right,2681.316168583133,96
154_220330_1023_4_0_3.pts,left,2514.0926822910415,96
154_220330_1023_4_0_3.pts,right,2772.966898263817,96
154_220330_1023_4_0_4.pts,left,3490.4490644784305,96
154_220330_1023_4_0_4.pts,right,3206.379275423824,96
154_220330_1023_5_5_1.pts,left,4082.783269343379,96
154_220330_1023_5_5_1.pts,right,2190.109831237168,96
154_220330_1023_5_5_2.pts,left,2666.5559190989834,96
154_220330_1023_5_5_2.pts,right,2223.1174980509268,96
154_220330_1023_5_5_3.pts,left,2735.817565135128,96
154_220330_1023_5_5_3.pts,right,3944.444109507175,96
154_220330_1023_5_5_4.pts,left,2997.981726747959,96
154_220330_1023_5_5_4.pts,right,3155.098011341721,96
154_220330_1023_5_5_5.pts,left,2459.945587577135,96
154_220330_1023_5_5_5.pts,right,3071.041209236432,96
154_220330_1023_5_5_6.pts,left,2504.6521963669848,96
154_220330_1023_5_5_6.pts,right,2415.321009262141,96
154_220330_1023_5_5_7.pts,left,2528.3127523716385,96
154_220330_1023_5_5_7.pts,right,3132.8529173604416,96
154_220330_1023_5_5_8.pts,left,2278.3685135166706,96
154_220330_1023_5_5_8.pts,right,3145.304096244134,96
154_220330_1024_4_0_1.pts,left,2984.8071088892584,96
154_220330_1024_4_0_1.pts,right,1322.7056276055366,96
154_220330_1029_4_0_1.pts,left,3314.2406231970776,96
154_220330_1029_4_0_1.pts,right,2029.011577954973,96
154_220330_1029_4_0_2.pts,left,3111.5738631201352,96
154_220330_1029_4_0_2.pts,right,2532.0652102634194,96
154_220330_1029_4_0_3.pts,left,3507.7915285908753,96
154_220330_1029_4_0_3.pts,right,2499.001692913616,96
154_220330_1029_4_0_4.pts,left,3769.1589474001244,96
154_220330_1029_4_0_4.pts,right,3946.2470346244945,96
154_220330_1031_4_0_1.pts,left,3273.2821089758913,96
154_220330_1031_4_0_1.pts,right,1638.4182359987697,96
154_220330_1031_4_0_10.pts,left,2841.606334421623,96
154_220330_1031_4_0_10.pts,right,3150.8219546743767,96
154_220330_1031_4_0_11.pts,left,2846.290798133987,96
154_220330_1031_4_0_11.pts,right,2689.6754230355505,96
154_220330_1031_4_0_12.pts,left,3432.0372577373205,96
154_220330_1031_4_0_12.pts,right,3039.90715337473,96
154_220330_1031_4_0_13.pts,left,2648.84868117288,96
154_220330_1031_4_0_13.pts,right,3042.3829029186813,96
154_220330_1031_4_0_14.pts,left,2251.8456175387196,96
154_220330_1031_4_0_14.pts,right,3030.284280543846,96
