label,eye_side,iris_size,dpi
029_220324_0737_5_5_2.pts,left,8474.636423946931,96
029_220324_0737_5_5_2.pts,right,6973.048510645992,96
029_220324_0737_5_5_3.pts,left,6990.163209291063,96
029_220324_0737_5_5_3.pts,right,6174.451294780362,96
029_220324_0737_5_5_4.pts,left,6532.89043592703,96
029_220324_0737_5_5_4.pts,right,8327.8428892141,96
029_220324_0737_5_5_5.pts,left,7469.681949300986,96
029_220324_0737_5_5_5.pts,right,6315.901504008204,96
029_220324_0737_5_5_6.pts,left,5699.265334638509,96
029_220324_0737_5_5_6.pts,right,6037.823430275729,96
029_220324_0737_5_5_7.pts,left,6898.960156563446,96
029_220324_0737_5_5_7.pts,right,7399.501387413631,96
029_220324_0737_5_5_8.pts,left,6161.04716612499,96
029_220324_0737_5_5_8.pts,right,5894.781480770034,96
029_220324_0740_5_5_1.pts,left,5933.325331971108,96
029_220324_0740_5_5_1.pts,right,4384.693814011881,96
029_220324_0740_5_5_2.pts,left,5258.653474314016,96
029_220324_0740_5_5_2.pts,right,5324.759565062561,96
029_220324_0740_5_5_3.pts,left,5048.808175023579,96
029_220324_0740_5_5_3.pts,right,4236.030158985506,96
029_220324_0740_5_5_4.pts,left,5290.86527098881,96
029_220324_0740_5_5_4.pts,right,5232.575637295333,96
029_220324_0740_5_5_5.pts,left,3506.6884805036,96
029_220324_0740_5_5_5.pts,right,5070.105555221093,96
029_220324_0740_5_5_6.pts,left,6900.593784743325,96
029_220324_0740_5_5_6.pts,right,4589.578014903512,96
029_220324_0740_5_5_7.pts,left,5610.969127780116,96
029_220324_0740_5_5_7.pts,right,4976.579469259088,96
029_220324_0740_5_5_8.pts,left,6103.493188711282,96
029_220324_0740_5_5_8.pts,right,5754.89857721045,96
029_220324_0744_5_5_1.pts,left,5131.383192593955,96
029_220324_0744_5_5_1.pts,right,5077.48480729851,96
029_220324_0744_5_5_2.pts,left,6324.875114357357,96
029_220324_0744_5_5_2.pts,right,6641.163681403756,96
029_220324_0744_5_5_3.pts,left,5222.112388429618,96
029_220324_0744_5_5_3.pts,right,4238.902098269668,96
029_220324_0744_5_5_4.pts,left,3875.7837293983603,96
029_220324_0744_5_5_4.pts,right,1998.7519320485492,96
029_220324_0744_5_5_5.pts,left,5119.5463696069355,96
029_220324_0744_5_5_5.pts,right,6833.614156704194,96
029_220324_0744_5_5_6.pts,left,5942.361774173276,96
029_220324_0744_5_5_6.pts,right,4523.910874461864,96
029_220324_0744_5_5_7.pts,left,6612.4381799098455,96
029_220324_0744_5_5_7.pts,right,6244.097785916538,96
029_220324_0744_5_5_8.pts,left,6125.131780777453,96
029_220324_0744_5_5_8.pts,right,6410.625758501731,96
029_220324_1107_5_5_1.pts,left,5343.5349444908725,96
029_220324_1107_5_5_1.pts,right,6659.954768795356,96
029_220324_1107_5_5_2.pts,left,7839.2903249958,96
029_220324_1107_5_5_2.pts,right,6165.626910082306,96
029_220324_1107_5_5_3.pts,left,5926.61890432026,96
029_220324_1107_5_5_3.pts,right,6684.9339210498965,96
029_220324_1107_5_5_4.pts,left,8033.119610405284,96
029_220324_1107_5_5_4.pts,right,7232.47425066245,96
029_220324_1107_5_5_6.pts,left,8675.537783485519,96
029_220324_1107_5_5_6.pts,right,9967.907843362143,96
029_220324_1107_5_5_7.pts,left,4592.213462074005,96
029_220324_1107_5_5_7.pts,right,5298.3344075227515,96
029_220324_1107_5_5_8.pts,left,6066.443339349908,96
029_220324_1107_5_5_8.pts,right,6208.705999344587,96
029_220324_1108_1_0_1.pts,left,10553.831453884524,96
029_220324_1108_1_0_1.pts,right,10360.97257153914,96
030_220327_1406_5_5_8.pts,left,3301.605312077255,96
030_220327_1406_5_5_8.pts,right,3064.1873012638143,96
030_220331_0927_5_5_2.pts,left,2958.35140808753,96
030_220331_0927_5_5_2.pts,right,1897.7113309920737,96
032_220326_1633_5_5_7.pts,left,3032.7975546667417,96
032_220326_1633_5_5_7.pts,right,2392.275681818823,96
032_220326_1633_5_5_8.pts,left,5133.824035552894,96
032_220326_1633_5_5_8.pts,right,3387.3219223012147,96
032_220326_1636_5_5_1.pts,left,9175.590322145135,96
032_220326_1636_5_5_1.pts,right,2231.4147933148706,96
032_220326_1636_5_5_5.pts,left,4666.5653608735765,96
032_220326_1636_5_5_5.pts,right,3811.2685062629876,96
121_220330_1813_4_0_10.pts,left,3802.4903727900974,96
121_220330_1813_4_0_10.pts,right,3466.476094537614,96
127_220330_1856_1_0_9.pts,left,2483.9744080539645,96
127_220330_1856_1_0_9.pts,right,2118.1961574026486,96
127_220330_1857_1_0_1.pts,left,2417.5122701380183,96
127_220330_1857_1_0_1.pts,right,2260.9981241361966,96
127_220330_1857_1_0_10.pts,left,1802.0533253487645,96
127_220330_1857_1_0_10.pts,right,2244.7665620926496,96
127_220330_1857_1_0_2.pts,left,2691.822178015471,96
127_220330_1857_1_0_2.pts,right,1784.5642535791733,96
127_220330_1857_1_0_3.pts,left,2419.0481598798033,96
127_220330_1857_1_0_3.pts,right,2336.633712600616,96
127_220330_1857_1_0_4.pts,left,1930.1474024757686,96
127_220330_1857_1_0_4.pts,right,2540.2193885287597,96
127_220330_1857_1_0_5.pts,left,2711.803579956951,96
127_220330_1857_1_0_5.pts,right,2388.976136867937,96
127_220330_1857_1_0_6.pts,left,2094.105377737357,96
127_220330_1857_1_0_6.pts,right,1985.8914734552288,96
127_220330_1857_1_0_7.pts,left,2258.3906022336987,96
127_220330_1857_1_0_7.pts,right,2304.4018446394193,96
127_220330_1857_1_0_8.pts,left,3186.525282517752,96
127_220330_1857_1_0_8.pts,right,2094.0757071400553,96
127_220330_1857_1_0_9.pts,left,2874.6061472537094,96
127_220330_1857_1_0_9.pts,right,2011.4474570275318,96
127_220330_1858_1_0_10.pts,left,2086.4093484006994,96
127_220330_1858_1_0_10.pts,right,1750.7502446510098,96
127_220330_1858_1_0_11.pts,left,2762.2435953395748,96
127_220330_1858_1_0_11.pts,right,2537.4478056765747,96
127_220330_1858_1_0_12.pts,left,2958.5285590066046,96
127_220330_1858_1_0_12.pts,right,2525.142361785382,96
127_220330_1858_1_0_13.pts,left,3390.7087337147036,96
127_220330_1858_1_0_13.pts,right,2756.940412407401,96
127_220330_1858_1_0_14.pts,left,2567.310389178182,96
127_220330_1858_1_0_14.pts,right,3141.1039613992157,96
127_220330_1858_1_0_15.pts,left,2215.6544701693933,96
127_220330_1858_1_0_15.pts,right,2422.2002245089097,96
127_220330_1858_1_0_16.pts,left,2461.9239182842666,96
127_220330_1858_1_0_16.pts,right,2428.6823773507913,96
127_220330_1858_1_0_17.pts,left,2031.105973057373,96
127_220330_1858_1_0_17.pts,right,1856.4063689143711,96
127_220330_1858_1_0_20.pts,left,2723.7302874004495,96
127_220330_1858_1_0_20.pts,right,2609.955764121428,96
127_220330_1858_1_0_21.pts,left,3750.4272012031065,96
127_220330_1858_1_0_21.pts,right,3762.9385939460344,96
127_220330_1858_1_0_22.pts,left,2739.996756029046,96
127_220330_1858_1_0_22.pts,right,3692.045937723921,96
127_220330_1858_1_0_23.pts,left,3774.711712415348,96
127_220330_1858_1_0_23.pts,right,3568.3370003425257,96
127_220330_1858_1_0_24.pts,left,2586.3833472440097,96
127_220330_1858_1_0_24.pts,right,2411.627019900307,96
127_220330_1858_1_0_25.pts,left,2296.7642838326783,96
127_220330_1858_1_0_25.pts,right,2058.1795204143,96
127_220330_1858_1_0_26.pts,left,1974.953495032966,96
