label,Facelandmark_pts,eye_side,eyelid,dpi
028_220329_1637_5_5_2.pts,68,left,139.33233253229085,96
028_220329_1637_5_5_2.pts,68,right,123.60850946076124,96
028_220329_1637_5_5_3.pts,68,left,130.42012987946967,96
028_220329_1637_5_5_3.pts,68,right,108.96070902445092,96
028_220329_1637_5_5_4.pts,68,left,144.6174570682559,96
028_220329_1637_5_5_4.pts,68,right,123.16711772583166,96
028_220329_1637_5_5_5.pts,68,left,143.0879527501259,96
028_220329_1637_5_5_5.pts,68,right,133.02514904249423,96
028_220329_1637_5_5_7.pts,68,left,140.0325567303706,96
028_220329_1637_5_5_7.pts,68,right,117.80818331319585,96
028_220329_1637_5_5_8.pts,68,left,153.98331799978286,96
028_220329_1637_5_5_8.pts,68,right,117.97975344194535,96
028_220329_1643_5_5_1.pts,68,left,143.62045853955163,96
028_220329_1643_5_5_1.pts,68,right,131.45131016632905,96
028_220329_1643_5_5_2.pts,68,left,137.30928794351664,96
028_220329_1643_5_5_2.pts,68,right,139.98162577836968,96
028_220329_1643_5_5_3.pts,68,left,152.31147272028528,96
028_220329_1643_5_5_3.pts,68,right,141.3534773380391,96
028_220329_1643_5_5_4.pts,68,left,170.67479228703417,96
028_220329_1643_5_5_4.pts,68,right,143.48669798974407,96
028_220329_1643_5_5_5.pts,68,left,126.8357303759473,96
028_220329_1643_5_5_5.pts,68,right,112.75549383018479,96
028_220329_1643_5_5_6.pts,68,left,138.19842819495304,96
028_220329_1643_5_5_6.pts,68,right,123.26023509451686,96
028_220329_1643_5_5_8.pts,68,left,174.10679752509515,96
028_220329_1643_5_5_8.pts,68,right,149.22449996193288,96
028_220331_0637_5_5_1.pts,68,left,128.90711987921978,96
028_220331_0637_5_5_1.pts,68,right,117.69280163015722,96
028_220331_0637_5_5_2.pts,68,left,128.50611961217163,96
028_220331_0637_5_5_2.pts,68,right,119.09278012448026,96
028_220331_0637_5_5_4.pts,68,left,146.3155532098728,96
028_220331_0637_5_5_4.pts,68,right,125.70092039793843,96
028_220331_0637_5_5_5.pts,68,left,126.4633565723905,96
028_220331_0637_5_5_5.pts,68,right,118.03137530146603,96
028_220331_0637_5_5_7.pts,68,left,131.2412420358443,96
028_220331_0637_5_5_7.pts,68,right,118.02072911145733,96
028_220331_0637_5_5_8.pts,68,left,206.46194833700272,96
028_220331_0637_5_5_8.pts,68,right,178.29319330186948,96
028_220331_0642_5_5_1.pts,68,left,130.48382190056287,96
028_220331_0642_5_5_1.pts,68,right,116.86616514438875,96
028_220331_0642_5_5_2.pts,68,left,128.7430138341926,96
028_220331_0642_5_5_2.pts,68,right,108.69055974544328,96
028_220331_0642_5_5_3.pts,68,left,136.3035256738104,96
028_220331_0642_5_5_3.pts,68,right,110.53760044035297,96
028_220331_0642_5_5_4.pts,68,left,130.2275124541662,96
028_220331_0642_5_5_4.pts,68,right,115.47943058782764,96
028_220331_0642_5_5_5.pts,68,left,143.53863204339433,96
028_220331_0642_5_5_5.pts,68,right,116.69650213742962,96
028_220331_0642_5_5_6.pts,68,left,179.81627738086172,96
028_220331_0642_5_5_6.pts,68,right,152.54006759609828,96
028_220331_0642_5_5_7.pts,68,left,130.4117624211014,96
028_220331_0642_5_5_7.pts,68,right,113.25978005354669,96
028_220331_0642_5_5_8.pts,68,left,144.2743258903369,96
028_220331_0642_5_5_8.pts,68,right,121.61801424496647,96
028_220331_1627_5_5_1.pts,68,left,178.6802187024506,96
028_220331_1627_5_5_1.pts,68,right,161.75752859003364,96
028_220331_1627_5_5_3.pts,68,left,165.05382034691334,96
028_220331_1627_5_5_3.pts,68,right,148.85498162827997,96
028_220331_1627_5_5_4.pts,68,left,123.80966799442155,96
028_220331_1627_5_5_4.pts,68,right,105.98355480398317,96
028_220331_1627_5_5_5.pts,68,left,144.07329346165727,96
028_220331_1627_5_5_5.pts,68,right,122.14168571330947,96
028_220331_1627_5_5_6.pts,68,left,146.60074275997974,96
028_220331_1627_5_5_6.pts,68,right,135.19276053102854,96
028_220331_1627_5_5_7.pts,68,left,142.69990753714995,96
028_220331_1627_5_5_7.pts,68,right,149.67651136887028,96
028_220331_1627_5_5_8.pts,68,left,191.5792336809439,96
028_220331_1627_5_5_8.pts,68,right,178.61490699266926,96
029_220323_1647_5_5_1.pts,68,left,276.61282859702004,96
029_220323_1647_5_5_1.pts,68,right,229.7868577617093,96
029_220323_2105_5_5_1.pts,68,left,308.857548070304,96
029_220323_2105_5_5_1.pts,68,right,266.4798387203888,96
029_220323_2105_5_5_2.pts,68,left,291.5455772449843,96
029_220323_2105_5_5_2.pts,68,right,250.368850121398,96
029_220323_2105_5_5_3.pts,68,left,331.698987118676,96
029_220323_2105_5_5_3.pts,68,right,280.9213511920295,96
029_220323_2105_5_5_4.pts,68,left,258.3779939889961,96
029_220323_2105_5_5_4.pts,68,right,231.75136341442405,96
029_220323_2105_5_5_6.pts,68,left,277.58991986581776,96
029_220323_2105_5_5_6.pts,68,right,225.9253416507321,96
029_220323_2105_5_5_7.pts,68,left,355.64539299076483,96
029_220323_2105_5_5_7.pts,68,right,295.15836521358426,96
029_220323_2105_5_5_8.pts,68,left,291.39942280504124,96
029_220323_2105_5_5_8.pts,68,right,262.0721555644976,96
029_220324_0734_5_5_1.pts,68,left,261.1705323049376,96
029_220324_0734_5_5_1.pts,68,right,231.7983438729066,96
029_220324_0734_5_5_2.pts,68,left,258.6390153820141,96
029_220324_0734_5_5_2.pts,68,right,241.5170226344764,96
029_220324_0734_5_5_3.pts,68,left,259.1935382639346,96
029_220324_0734_5_5_3.pts,68,right,241.12774161796017,96
029_220324_0734_5_5_4.pts,68,left,221.4925494106842,96
029_220324_0734_5_5_4.pts,68,right,173.30809111072816,96
029_220324_0734_5_5_5.pts,68,left,256.7073485075519,96
029_220324_0734_5_5_5.pts,68,right,243.62778987627829,96
029_220324_0734_5_5_6.pts,68,left,268.1804502361962,96
029_220324_0734_5_5_6.pts,68,right,245.8054842982783,96
029_220324_0734_5_5_7.pts,68,left,265.272887273129,96
029_220324_0734_5_5_7.pts,68,right,243.7919707455519,96
029_220324_0734_5_5_8.pts,68,left,256.96718608067886,96
029_220324_0734_5_5_8.pts,68,right,238.12196046470726,96
029_220324_0737_5_5_1.pts,68,left,248.4123996055305,96
029_220324_0737_5_5_1.pts,68,right,233.72268527276327,96
029_220324_0737_5_5_2.pts,68,left,263.2498332805212,96
029_220324_0737_5_5_2.pts,68,right,229.67169805809522,96
029_220324_0737_5_5_3.pts,68,left,259.0143373337554,96
029_220324_0737_5_5_3.pts,68,right,233.23441534216178,96
029_220324_0737_5_5_4.pts,68,left,242.10480971861944,96
029_220324_0737_5_5_4.pts,68,right,217.0801183383172,96
029_220324_0737_5_5_5.pts,68,left,249.8725080471594,96
029_220324_0737_5_5_5.pts,68,right,237.85315556265203,96
029_220324_0737_5_5_6.pts,68,left,237.73775760044697,96
029_220324_0737_5_5_6.pts,68,right,218.18219959983492,96
029_220324_0737_5_5_7.pts,68,left,243.48945334221125,96
029_220324_0737_5_5_7.pts,68,right,230.9973075841169,96
029_220324_0737_5_5_8.pts,68,left,246.21502007617488,96
029_220324_0737_5_5_8.pts,68,right,229.38861978940656,96
029_220324_0740_5_5_1.pts,68,left,216.4825660160394,96
029_220324_0740_5_5_1.pts,68,right,194.26101927847265,96
029_220324_0740_5_5_2.pts,68,left,232.97904173742515,96
029_220324_0740_5_5_2.pts,68,right,209.00451882408885,96
029_220324_0740_5_5_3.pts,68,left,247.6224169757029,96
029_220324_0740_5_5_3.pts,68,right,230.8840606114775,96
029_220324_0740_5_5_4.pts,68,left,249.88946945488604,96
029_220324_0740_5_5_4.pts,68,right,222.5071290992718,96
029_220324_0740_5_5_5.pts,68,left,238.14198612499138,96
029_220324_0740_5_5_5.pts,68,right,218.60986686078215,96
029_220324_0740_5_5_6.pts,68,left,250.14616671502733,96
029_220324_0740_5_5_6.pts,68,right,230.81931365367927,96
029_220324_0740_5_5_7.pts,68,left,252.8508788682461,96
029_220324_0740_5_5_7.pts,68,right,232.22050404733866,96
029_220324_0740_5_5_8.pts,68,left,258.3157090762301,96
029_220324_0740_5_5_8.pts,68,right,237.73225193715538,96
029_220324_0744_5_5_1.pts,68,left,252.5199799575823,96
029_220324_0744_5_5_1.pts,68,right,232.01606385957174,96
029_220324_0744_5_5_2.pts,68,left,255.01219687606235,96
029_220324_0744_5_5_2.pts,68,right,219.83413002130084,96
029_220324_0744_5_5_3.pts,68,left,241.07266078462277,96
029_220324_0744_5_5_3.pts,68,right,219.93876736239315,96
029_220324_0744_5_5_4.pts,68,left,222.69200579375206,96
029_220324_0744_5_5_4.pts,68,right,212.1288477684155,96
029_220324_0744_5_5_5.pts,68,left,243.85680509038284,96
029_220324_0744_5_5_5.pts,68,right,218.59820701714617,96
029_220324_0744_5_5_6.pts,68,left,239.5293678352521,96
029_220324_0744_5_5_6.pts,68,right,221.98721747484083,96
029_220324_0744_5_5_7.pts,68,left,254.5876431713753,96
029_220324_0744_5_5_7.pts,68,right,239.60660872447656,96
029_220324_0744_5_5_8.pts,68,left,259.56811351850524,96
029_220324_0744_5_5_8.pts,68,right,242.67964766104484,96
029_220324_1107_5_5_1.pts,68,left,271.3525801936989,96
029_220324_1107_5_5_1.pts,68,right,221.8244983214334,96
029_220324_1107_5_5_2.pts,68,left,255.62457552260352,96
029_220324_1107_5_5_2.pts,68,right,230.95267673029664,96
029_220324_1107_5_5_3.pts,68,left,271.7319681230016,96
029_220324_1107_5_5_3.pts,68,right,228.89000026698903,96
029_220324_1107_5_5_4.pts,68,left,286.3419798849699,96
029_220324_1107_5_5_4.pts,68,right,234.42773110515554,96
029_220324_1107_5_5_6.pts,68,left,323.58221735578877,96
029_220324_1107_5_5_6.pts,68,right,266.2851280947632,96
029_220324_1107_5_5_7.pts,68,left,256.5050189025982,96
029_220324_1107_5_5_7.pts,68,right,231.01062986605407,96
029_220324_1107_5_5_8.pts,68,left,262.1541557726844,96
029_220324_1107_5_5_8.pts,68,right,220.61858615165573,96
029_220324_1108_1_0_1.pts,68,left,322.3839153693758,96
029_220324_1108_1_0_1.pts,68,right,275.212745990362,96
030_220327_1406_5_5_8.pts,68,left,237.35307326615512,96
030_220327_1406_5_5_8.pts,68,right,210.2414914383509,96
030_220331_0927_5_5_2.pts,68,left,190.85176475765456,96
030_220331_0927_5_5_2.pts,68,right,162.27557151682169,96
032_220326_1633_5_5_7.pts,68,left,219.1623168136145,96
032_220326_1633_5_5_7.pts,68,right,185.24597536488858,96
032_220326_1633_5_5_8.pts,68,left,229.5217878788659,96
032_220326_1633_5_5_8.pts,68,right,183.1038336269584,96
032_220326_1636_5_5_1.pts,68,left,208.2669767656675,96
032_220326_1636_5_5_1.pts,68,right,176.62185988401592,96
032_220326_1636_5_5_5.pts,68,left,220.7224262381247,96
032_220326_1636_5_5_5.pts,68,right,183.4929441574132,96
121_220330_1813_4_0_10.pts,68,left,175.09207260435542,96
121_220330_1813_4_0_10.pts,68,right,143.98384361525493,96
127_220330_1856_1_0_9.pts,68,left,192.07186805984884,96
127_220330_1856_1_0_9.pts,68,right,171.67420129095973,96
127_220330_1857_1_0_1.pts,68,left,206.55430951151263,96
127_220330_1857_1_0_1.pts,68,right,180.5060109802442,96
127_220330_1857_1_0_10.pts,68,left,220.11815009217213,96
127_220330_1857_1_0_10.pts,68,right,189.02562142618513,96
127_220330_1857_1_0_2.pts,68,left,213.0134065942538,96
127_220330_1857_1_0_2.pts,68,right,174.01541199305052,96
127_220330_1857_1_0_3.pts,68,left,214.6981369271751,96
127_220330_1857_1_0_3.pts,68,right,176.87987841721537,96
127_220330_1857_1_0_4.pts,68,left,210.07556643053735,96
127_220330_1857_1_0_4.pts,68,right,176.10773533392677,96
127_220330_1857_1_0_5.pts,68,left,214.3361644447546,96
127_220330_1857_1_0_5.pts,68,right,181.4372327953787,96
127_220330_1857_1_0_6.pts,68,left,210.52853066086388,96
127_220330_1857_1_0_6.pts,68,right,177.11151854128522,96
127_220330_1857_1_0_7.pts,68,left,208.78928040278095,96
127_220330_1857_1_0_7.pts,68,right,182.16685422375218,96
127_220330_1857_1_0_8.pts,68,left,208.9875893444394,96
127_220330_1857_1_0_8.pts,68,right,175.68026275658323,96
127_220330_1857_1_0_9.pts,68,left,209.6130012136121,96
127_220330_1857_1_0_9.pts,68,right,175.23797311719358,96
127_220330_1858_1_0_10.pts,68,left,202.94562558588044,96
