label,Facelandmark_pts,eye_side,eyelid,dpi
127_220330_1858_1_0_10.pts,68,right,185.33527127284148,96
127_220330_1858_1_0_11.pts,68,left,205.99740357047645,96
127_220330_1858_1_0_11.pts,68,right,174.47348811654888,96
127_220330_1858_1_0_12.pts,68,left,206.98232345353128,96
127_220330_1858_1_0_12.pts,68,right,172.09219266944626,96
127_220330_1858_1_0_13.pts,68,left,210.6757467716152,96
127_220330_1858_1_0_13.pts,68,right,179.75033070592343,96
127_220330_1858_1_0_14.pts,68,left,206.32847934516673,96
127_220330_1858_1_0_14.pts,68,right,179.22221619480604,96
127_220330_1858_1_0_15.pts,68,left,206.40237132574055,96
127_220330_1858_1_0_15.pts,68,right,177.68122282459802,96
127_220330_1858_1_0_16.pts,68,left,207.85967087864304,96
127_220330_1858_1_0_16.pts,68,right,178.10038679850686,96
127_220330_1858_1_0_17.pts,68,left,213.17615629124927,96
127_220330_1858_1_0_17.pts,68,right,192.45717633339171,96
127_220330_1858_1_0_20.pts,68,left,235.2038890929409,96
127_220330_1858_1_0_20.pts,68,right,199.03018336144115,96
127_220330_1858_1_0_21.pts,68,left,220.17071217580238,96
127_220330_1858_1_0_21.pts,68,right,195.10647235690453,96
127_220330_1858_1_0_22.pts,68,left,217.78771136641808,96
127_220330_1858_1_0_22.pts,68,right,186.00010229985224,96
127_220330_1858_1_0_23.pts,68,left,220.4304589257626,96
127_220330_1858_1_0_23.pts,68,right,184.85950220520343,96
127_220330_1858_1_0_24.pts,68,left,218.7523015751936,96
127_220330_1858_1_0_24.pts,68,right,188.1062266380356,96
127_220330_1858_1_0_25.pts,68,left,219.03052171887927,96
127_220330_1858_1_0_25.pts,68,right,186.12358871937147,96
127_220330_1858_1_0_26.pts,68,left,206.8136305415524,96
127_220330_1858_1_0_26.pts,68,right,176.5194181952795,96
127_220330_1858_1_0_27.pts,68,left,194.30481494577307,96
127_220330_1858_1_0_27.pts,68,right,186.3899891505859,96
127_220330_1858_1_0_8.pts,68,left,207.23781896920036,96
127_220330_1858_1_0_8.pts,68,right,180.4543955931492,96
127_220330_1858_1_0_9.pts,68,left,206.41863072676142,96
127_220330_1858_1_0_9.pts,68,right,176.8742129939302,96
127_220330_1900_4_0_1.pts,68,left,208.3657601430715,96
127_220330_1900_4_0_1.pts,68,right,197.02315501257993,96
127_220331_1704_5_5_1.pts,68,left,203.24810030545876,96
127_220331_1704_5_5_1.pts,68,right,185.44818159139638,96
127_220331_1704_5_5_2.pts,68,left,195.28683889203728,96
127_220331_1704_5_5_2.pts,68,right,168.01935900365785,96
127_220331_1704_5_5_3.pts,68,left,216.29465499123583,96
127_220331_1704_5_5_3.pts,68,right,200.96844003198325,96
127_220331_1704_5_5_4.pts,68,left,210.48900736670842,96
127_220331_1704_5_5_4.pts,68,right,184.14768001676137,96
127_220331_1704_5_5_5.pts,68,left,207.87183885483128,96
127_220331_1704_5_5_5.pts,68,right,185.66529772086596,96
127_220331_1704_5_5_6.pts,68,left,213.20136868958198,96
127_220331_1704_5_5_6.pts,68,right,197.7631109574167,96
127_220331_1704_5_5_8.pts,68,left,201.02027813686428,96
127_220331_1704_5_5_8.pts,68,right,172.32511021644842,96
127_220331_1709_1_0_2.pts,68,left,200.26549322780969,96
127_220331_1709_1_0_2.pts,68,right,177.65435932982032,96
127_220331_1710_1_0_12.pts,68,left,201.77667798280805,96
127_220331_1710_1_0_12.pts,68,right,180.13592475930204,96
127_220331_1710_1_0_13.pts,68,left,200.10367590604403,96
127_220331_1710_1_0_13.pts,68,right,182.37209368638483,96
127_220331_1710_1_0_20.pts,68,left,202.02248637218588,96
127_220331_1710_1_0_20.pts,68,right,178.43203576961423,96
127_220331_1710_1_0_22.pts,68,left,200.5759831086464,96
127_220331_1710_1_0_22.pts,68,right,182.0413269623747,96
127_220331_1710_1_0_24.pts,68,left,202.07952505002683,96
127_220331_1710_1_0_24.pts,68,right,178.57543846291463,96
127_220331_1710_1_0_25.pts,68,left,201.61598881151366,96
127_220331_1710_1_0_25.pts,68,right,172.76357399637206,96
127_220331_1710_1_0_28.pts,68,left,200.89699544238533,96
127_220331_1710_1_0_28.pts,68,right,179.4905019152205,96
127_220331_1710_5_5_1.pts,68,left,196.9863009901392,96
127_220331_1710_5_5_1.pts,68,right,179.57957227306727,96
127_220331_1710_5_5_2.pts,68,left,159.84677124602067,96
127_220331_1710_5_5_2.pts,68,right,142.0718206479462,96
127_220331_1710_5_5_3.pts,68,left,199.51193851775153,96
127_220331_1710_5_5_3.pts,68,right,181.02608314212011,96
127_220331_1710_5_5_4.pts,68,left,190.55475518134483,96
127_220331_1710_5_5_4.pts,68,right,177.9339960334857,96
127_220331_1710_5_5_5.pts,68,left,191.88390008312604,96
127_220331_1710_5_5_5.pts,68,right,165.18953423937674,96
127_220331_1710_5_5_6.pts,68,left,226.51842027133733,96
127_220331_1710_5_5_6.pts,68,right,193.91110219777386,96
127_220331_1804_5_5_1.pts,68,left,205.62699779509077,96
127_220331_1804_5_5_1.pts,68,right,184.59603718510434,96
127_220331_1804_5_5_2.pts,68,left,214.52450067274117,96
127_220331_1804_5_5_2.pts,68,right,185.31190073914718,96
127_220331_1804_5_5_3.pts,68,left,227.47066538591534,96
127_220331_1804_5_5_3.pts,68,right,198.08979795929824,96
127_220331_1805_4_0_1.pts,68,left,149.89358076834236,96
127_220331_1805_4_0_1.pts,68,right,113.46022430790445,96
127_220331_1805_4_0_2.pts,68,left,190.966632483851,96
127_220331_1805_4_0_2.pts,68,right,142.87536332217815,96
127_220331_1805_4_0_3.pts,68,left,180.97563525390794,96
127_220331_1805_4_0_3.pts,68,right,121.29573249798287,96
127_220331_1805_4_0_4.pts,68,left,169.43658679412906,96
127_220331_1805_4_0_4.pts,68,right,114.6709943466283,96
127_220331_1805_4_0_5.pts,68,left,210.54299178288713,96
127_220331_1805_4_0_5.pts,68,right,165.79993968635816,96
127_220331_1821_4_0_1.pts,68,left,208.9258301407463,96
127_220331_1821_4_0_1.pts,68,right,147.6167127695534,96
127_220331_1821_4_0_2.pts,68,left,208.30188095912888,96
127_220331_1821_4_0_2.pts,68,right,158.70254583829333,96
154_220326_1843_5_5_2.pts,68,left,159.25139106317286,96
154_220326_1843_5_5_2.pts,68,right,137.89136223048126,96
154_220326_1843_5_5_3.pts,68,left,131.56650198452664,96
154_220326_1843_5_5_3.pts,68,right,101.14215793184918,96
154_220326_1843_5_5_4.pts,68,left,186.33650861933754,96
154_220326_1843_5_5_4.pts,68,right,181.34558782121573,96
154_220326_1843_5_5_5.pts,68,left,189.18205590852895,96
154_220326_1843_5_5_5.pts,68,right,178.78164910179004,96
154_220326_1843_5_5_6.pts,68,left,190.88556781485616,96
154_220326_1843_5_5_6.pts,68,right,178.81168244210926,96
154_220326_1843_5_5_7.pts,68,left,187.93710901374536,96
154_220326_1843_5_5_7.pts,68,right,178.2835351031857,96
154_220326_1843_5_5_8.pts,68,left,190.71271661265223,96
154_220326_1843_5_5_8.pts,68,right,176.80181622998725,96
154_220326_1844_1_0_48.pts,68,left,149.08727682505676,96
154_220326_1844_1_0_48.pts,68,right,123.89404971811821,96
154_220326_1844_1_0_49.pts,68,left,163.9783124210163,96
154_220326_1844_1_0_49.pts,68,right,152.18864937964338,96
154_220328_1125_1_0_9.pts,68,left,202.8899441678773,96
154_220328_1125_1_0_9.pts,68,right,182.43361425765576,96
154_220328_1126_1_0_1.pts,68,left,180.32593484515135,96
154_220328_1126_1_0_1.pts,68,right,169.2079752520222,96
154_220328_1126_1_0_10.pts,68,left,179.0612565886633,96
154_220328_1126_1_0_10.pts,68,right,176.17308802551116,96
154_220328_1126_1_0_11.pts,68,left,176.4352651194703,96
154_220328_1126_1_0_11.pts,68,right,175.30150059571974,96
154_220328_1126_1_0_12.pts,68,left,175.92359847388278,96
154_220328_1126_1_0_12.pts,68,right,167.94251992869468,96
154_220328_1126_1_0_13.pts,68,left,177.33365053229772,96
154_220328_1126_1_0_13.pts,68,right,155.64431317019645,96
154_220328_1126_1_0_14.pts,68,left,177.46313545197063,96
154_220328_1126_1_0_14.pts,68,right,158.93923716663267,96
154_220328_1126_1_0_2.pts,68,left,173.3390720203869,96
154_220328_1126_1_0_2.pts,68,right,175.4753646843656,96
154_220328_1126_1_0_3.pts,68,left,176.0529252810076,96
154_220328_1126_1_0_3.pts,68,right,170.15943912173154,96
154_220328_1126_1_0_4.pts,68,left,178.3685923087981,96
154_220328_1126_1_0_4.pts,68,right,163.72111280399312,96
154_220328_1126_1_0_5.pts,68,left,180.9221640497495,96
154_220328_1126_1_0_5.pts,68,right,180.02586542556102,96
154_220328_1126_1_0_6.pts,68,left,170.79213649606027,96
154_220328_1126_1_0_6.pts,68,right,172.87287075896114,96
154_220328_1126_1_0_7.pts,68,left,172.24479350299364,96
154_220328_1126_1_0_7.pts,68,right,169.96851097253935,96
154_220328_1126_1_0_8.pts,68,left,179.86365978460216,96
154_220328_1126_1_0_8.pts,68,right,159.61666666666667,96
154_220328_1126_1_0_9.pts,68,left,173.58211393394694,96
154_220328_1126_1_0_9.pts,68,right,161.4438713953277,96
154_220328_1126_5_5_1.pts,68,left,184.20970085445776,96
154_220328_1126_5_5_1.pts,68,right,162.1889861310633,96
154_220328_1126_5_5_2.pts,68,left,181.67732766883395,96
154_220328_1126_5_5_2.pts,68,right,159.98753163224262,96
154_220328_1126_5_5_3.pts,68,left,161.28554733074418,96
154_220328_1126_5_5_3.pts,68,right,162.53046210206608,96
154_220328_1126_5_5_4.pts,68,left,186.7910694094102,96
154_220328_1126_5_5_4.pts,68,right,159.99852950713148,96
154_220328_1126_5_5_5.pts,68,left,187.39688868518832,96
154_220328_1126_5_5_5.pts,68,right,162.4534463230074,96
154_220328_1126_5_5_6.pts,68,left,184.22198641252837,96
154_220328_1126_5_5_6.pts,68,right,166.2517710849689,96
154_220328_1126_5_5_7.pts,68,left,184.01770823604045,96
154_220328_1126_5_5_7.pts,68,right,162.59587001041697,96
154_220328_1126_5_5_8.pts,68,left,186.79258401886403,96
154_220328_1126_5_5_8.pts,68,right,159.0294067844756,96
154_220328_1130_2_0_1.pts,68,left,193.9286839135573,96
154_220328_1130_2_0_1.pts,68,right,169.02185673916722,96
154_220328_1130_2_0_2.pts,68,left,189.65093739698617,96
154_220328_1130_2_0_2.pts,68,right,170.84906025169957,96
154_220328_1130_5_5_1.pts,68,left,188.9675582092217,96
154_220328_1130_5_5_1.pts,68,right,166.93005854082855,96
154_220328_1132_5_5_1.pts,68,left,178.75987696099799,96
154_220328_1132_5_5_1.pts,68,right,151.45242010465043,96
154_220328_1132_5_5_2.pts,68,left,182.07087524123986,96
154_220328_1132_5_5_2.pts,68,right,159.7331403031666,96
154_220328_1132_5_5_3.pts,68,left,110.57245236595878,96
154_220328_1132_5_5_3.pts,68,right,91.01373675318338,96
154_220328_1132_5_5_4.pts,68,left,189.5149195240899,96
154_220328_1132_5_5_4.pts,68,right,169.2858242079878,96
154_220328_1132_5_5_5.pts,68,left,125.35008974867152,96
154_220328_1132_5_5_5.pts,68,right,132.14904254077825,96
154_220328_1132_5_5_6.pts,68,left,123.90022083201579,96
154_220328_1132_5_5_6.pts,68,right,125.2996962841048,96
154_220328_1132_5_5_7.pts,68,left,185.7743800360474,96
154_220328_1132_5_5_7.pts,68,right,178.62982362665238,96
154_220328_1133_1_0_1.pts,68,left,190.4737026176814,96
154_220328_1133_1_0_1.pts,68,right,162.86260228248298,96
154_220328_1133_1_0_2.pts,68,left,179.4184835021806,96
154_220328_1133_1_0_2.pts,68,right,152.9189373128419,96
154_220328_1136_4_0_1.pts,68,left,101.3086935503999,96
154_220328_1136_4_0_1.pts,68,right,105.49424023245166,96
154_220328_1136_4_0_10.pts,68,left,122.20404839629695,96
154_220328_1136_4_0_10.pts,68,right,130.24771804356322,96
154_220328_1136_4_0_11.pts,68,left,122.37691889313844,96
154_220328_1136_4_0_11.pts,68,right,124.40553087025965,96
154_220328_1136_4_0_12.pts,68,left,122.16226913413162,96
154_220328_1136_4_0_12.pts,68,right,117.25499397088,96
154_220328_1136_4_0_13.pts,68,left,123.36352896126895,96
154_220328_1136_4_0_13.pts,68,right,132.88468789810875,96
154_220328_1136_4_0_14.pts,68,left,127.72854027193782,96
154_220328_1136_4_0_14.pts,68,right,128.34870037865187,96
154_220328_1136_4_0_15.pts,68,left,125.28242095361993,96
154_220328_1136_4_0_15.pts,68,right,116.66002957311461,96
154_220328_1136_4_0_16.pts,68,left,129.71593751133446,96
154_220328_1136_4_0_16.pts,68,right,126.87335986898299,96
154_220328_1136_4_0_17.pts,68,left,126.22377945537865,96
154_220328_1136_4_0_17.pts,68,right,121.73901159630141,96
154_220328_1136_4_0_18.pts,68,left,132.22208695137797,96
154_220328_1136_4_0_18.pts,68,right,130.5185427439336,96
154_220328_1136_4_0_19.pts,68,left,127.46214361745041,96
154_220328_1136_4_0_19.pts,68,right,122.3480395338551,96
154_220328_1136_4_0_2.pts,68,left,108.98690033414314,96
154_220328_1136_4_0_2.pts,68,right,106.2935139653926,96
154_220328_1136_4_0_20.pts,68,left,126.06376913645289,96
154_220328_1136_4_0_20.pts,68,right,123.9205771631347,96
154_220328_1136_4_0_21.pts,68,left,125.24770346087081,96
154_220328_1136_4_0_21.pts,68,right,125.39879163869333,96
154_220328_1136_4_0_22.pts,68,left,126.10801036325104,96
154_220328_1136_4_0_22.pts,68,right,130.6254580002602,96
154_220328_1136_4_0_23.pts,68,left,122.29672136061352,96
154_220328_1136_4_0_23.pts,68,right,122.53213750776652,96
154_220328_1136_4_0_24.pts,68,left,127.99517026478425,96
154_220328_1136_4_0_24.pts,68,right,125.9785012523081,96
154_220328_1136_4_0_25.pts,68,left,124.93154125360033,96
154_220328_1136_4_0_25.pts,68,right,131.27535099087652,96
154_220328_1136_4_0_26.pts,68,left,123.27936319144803,96
154_220328_1136_4_0_26.pts,68,right,120.65912154127055,96
154_220328_1136_4_0_3.pts,68,left,111.31674651891149,96
154_220328_1136_4_0_3.pts,68,right,99.26426709658494,96
154_220328_1136_4_0_5.pts,68,left,118.60135374906588,96
154_220328_1136_4_0_5.pts,68,right,98.10266306273249,96
154_220328_1136_4_0_6.pts,68,left,121.68342578638689,96
154_220328_1136_4_0_6.pts,68,right,99.01335067106396,96
154_220328_1136_4_0_7.pts,68,left,122.60088816064011,96
154_220328_1136_4_0_7.pts,68,right,107.1552624828934,96
154_220328_1136_4_0_8.pts,68,left,121.43689948098785,96
154_220328_1136_4_0_8.pts,68,right,101.48972580731738,96
154_220328_1136_4_0_9.pts,68,left,123.91925014119298,96
154_220328_1136_4_0_9.pts,68,right,111.24512473712184,96
154_220328_1138_4_0_1.pts,68,left,136.80013807660353,96
154_220328_1138_4_0_1.pts,68,right,128.88356717940778,96
154_220328_1138_4_0_2.pts,68,left,132.63305792884194,96
154_220328_1138_4_0_2.pts,68,right,109.42999918770984,96
154_220328_1138_5_5_1.pts,68,left,186.12738320241263,96
154_220328_1138_5_5_1.pts,68,right,152.01214589630652,96
154_220328_1649_5_5_2.pts,68,left,193.79503634281016,96
154_220328_1649_5_5_2.pts,68,right,162.57349876286736,96
154_220328_1649_5_5_3.pts,68,left,190.58958013374055,96
154_220328_1649_5_5_3.pts,68,right,162.42114154943698,96
154_220328_1649_5_5_4.pts,68,left,210.11629848464625,96
154_220328_1649_5_5_4.pts,68,right,160.42256785682548,96
154_220328_1649_5_5_5.pts,68,left,218.35904746795146,96
154_220328_1649_5_5_5.pts,68,right,179.4302874532491,96
154_220328_1649_5_5_6.pts,68,left,185.5360477104112,96
154_220328_1649_5_5_6.pts,68,right,153.82722812009303,96
154_220328_1649_5_5_8.pts,68,left,197.13671792833406,96
154_220328_1649_5_5_8.pts,68,right,165.72726675005657,96
154_220328_1652_1_0_1.pts,68,left,192.00737543704474,96
154_220328_1652_1_0_1.pts,68,right,141.75728278371517,96
154_220328_1652_1_0_2.pts,68,left,195.45070705650804,96
154_220328_1652_1_0_2.pts,68,right,139.00769363200328,96
154_220328_1652_1_0_3.pts,68,left,197.72634989915824,96
154_220328_1652_1_0_3.pts,68,right,152.60934968445125,96
154_220328_1655_1_0_1.pts,68,left,197.7141047629689,96
154_220328_1655_1_0_1.pts,68,right,159.73713128484275,96
154_220329_2148_1_0_15.pts,68,left,189.75117332385003,96
154_220329_2148_1_0_15.pts,68,right,127.76874183026484,96
154_220329_2148_1_0_16.pts,68,left,184.23795075933708,96
154_220329_2148_1_0_16.pts,68,right,128.66924112277624,96
154_220329_2148_1_0_17.pts,68,left,182.1439845592247,96
154_220329_2148_1_0_17.pts,68,right,124.76578279141889,96
154_220329_2148_1_0_18.pts,68,left,192.83762671682555,96
154_220329_2148_1_0_18.pts,68,right,138.86949609055424,96
154_220329_2148_1_0_19.pts,68,left,191.96697705016297,96
154_220329_2148_1_0_19.pts,68,right,119.8850618532416,96
154_220329_2148_1_0_20.pts,68,left,181.84829223528305,96
154_220329_2148_1_0_20.pts,68,right,134.94917664727637,96
154_220329_2148_1_0_21.pts,68,left,192.32348400546385,96
154_220329_2148_1_0_21.pts,68,right,161.07362878165043,96
154_220329_2148_1_0_22.pts,68,left,181.16009571033507,96
154_220329_2148_1_0_22.pts,68,right,126.38855872972749,96
154_220329_2148_1_0_23.pts,68,left,190.2499269966279,96
154_220329_2148_1_0_23.pts,68,right,127.58762675118606,96
154_220329_2148_1_0_24.pts,68,left,189.94917010143075,96
154_220329_2148_1_0_24.pts,68,right,141.911221269575,96
154_220329_2148_1_0_25.pts,68,left,195.8546016819617,96
154_220329_2148_1_0_25.pts,68,right,125.56010623513274,96
154_220329_2148_1_0_26.pts,68,left,188.75392637564448,96
154_220329_2148_1_0_26.pts,68,right,164.1851842348214,96
154_220329_2148_1_0_27.pts,68,left,192.76966681624057,96
154_220329_2148_1_0_27.pts,68,right,129.94551956706903,96
154_220329_2148_1_0_28.pts,68,left,189.14593498730608,96
154_220329_2148_1_0_28.pts,68,right,149.17004651664422,96
154_220329_2148_1_0_29.pts,68,left,186.8695385675377,96
154_220329_2148_1_0_29.pts,68,right,143.47520207726183,96
154_220329_2148_1_0_30.pts,68,left,181.60083287253937,96
154_220329_2148_1_0_30.pts,68,right,126.17846268061918,96
154_220329_2148_1_0_31.pts,68,left,180.92285802395327,96
154_220329_2148_1_0_31.pts,68,right,121.6357552056321,96
154_220329_2148_1_0_32.pts,68,left,191.10681422818075,96
154_220329_2148_1_0_32.pts,68,right,126.1775787883443,96
154_220329_2148_1_0_33.pts,68,left,184.84532648195938,96
154_220329_2148_1_0_33.pts,68,right,129.89977439891453,96
154_220329_2148_1_0_34.pts,68,left,187.65626081274823,96
154_220329_2148_1_0_34.pts,68,right,151.91818156128937,96
154_220330_0705_5_5_1.pts,68,left,187.59550160444218,96
154_220330_0705_5_5_1.pts,68,right,168.28148706524092,96
154_220330_0705_5_5_2.pts,68,left,193.86801065558922,96
154_220330_0705_5_5_2.pts,68,right,163.37295437808,96
154_220330_0705_5_5_3.pts,68,left,181.04894979596605,96
154_220330_0705_5_5_3.pts,68,right,150.797984808227,96
154_220330_0705_5_5_4.pts,68,left,187.9166696230598,96
154_220330_0705_5_5_4.pts,68,right,163.52303439508998,96
154_220330_0705_5_5_5.pts,68,left,188.13896755088007,96
154_220330_0705_5_5_5.pts,68,right,144.31689282809387,96
154_220330_0705_5_5_6.pts,68,left,186.87095963673852,96
154_220330_0705_5_5_6.pts,68,right,146.49653484714997,96
154_220330_0705_5_5_7.pts,68,left,188.9806376031389,96
154_220330_0705_5_5_7.pts,68,right,152.19629503447925,96
154_220330_0705_5_5_8.pts,68,left,188.8595987911537,96
154_220330_0705_5_5_8.pts,68,right,162.21054990351274,96
154_220330_0711_5_5_1.pts,68,left,190.692227307658,96
154_220330_0711_5_5_1.pts,68,right,164.0874326557509,96
154_220330_0711_5_5_2.pts,68,left,190.4195025317639,96
154_220330_0711_5_5_2.pts,68,right,169.65742116263448,96
154_220330_0711_5_5_3.pts,68,left,191.02471335173146,96
154_220330_0711_5_5_3.pts,68,right,163.9640246788573,96
154_220330_0711_5_5_5.pts,68,left,195.7757801953834,96
154_220330_0711_5_5_5.pts,68,right,156.27387995297093,96
154_220330_0711_5_5_6.pts,68,left,190.96064894224776,96
154_220330_0711_5_5_6.pts,68,right,155.94886002932,96
154_220330_0711_5_5_7.pts,68,left,200.89914896672775,96
154_220330_0711_5_5_7.pts,68,right,171.1707472736573,96
154_220330_0711_5_5_8.pts,68,left,190.1107425803299,96
154_220330_0711_5_5_8.pts,68,right,168.1477541396918,96
154_220330_0714_4_0_1.pts,68,left,192.73678798933125,96
154_220330_0714_4_0_1.pts,68,right,165.8650999725045,96
154_220330_0715_1_0_1.pts,68,left,193.02426517006708,96
154_220330_0715_1_0_1.pts,68,right,153.69342229111692,96
154_220330_0715_1_0_10.pts,68,left,192.70680377771362,96
154_220330_0715_1_0_10.pts,68,right,162.9788406511716,96
154_220330_0715_1_0_11.pts,68,left,182.17718023945798,96
154_220330_0715_1_0_11.pts,68,right,130.52087210693756,96
154_220330_0715_1_0_12.pts,68,left,170.62416869964363,96
154_220330_0715_1_0_12.pts,68,right,147.06444260179896,96
154_220330_0715_1_0_2.pts,68,left,186.4735556169948,96
154_220330_0715_1_0_2.pts,68,right,153.77994739959507,96
154_220330_0715_1_0_3.pts,68,left,186.3537026731695,96
154_220330_0715_1_0_3.pts,68,right,149.69706910958556,96
154_220330_0715_1_0_4.pts,68,left,185.88264592359207,96
154_220330_0715_1_0_4.pts,68,right,148.2402798012591,96
154_220330_0715_1_0_5.pts,68,left,188.98348105353315,96
154_220330_0715_1_0_5.pts,68,right,156.4539868459734,96
154_220330_0715_1_0_6.pts,68,left,187.10278295335155,96
154_220330_0715_1_0_6.pts,68,right,158.12316753439742,96
154_220330_0715_1_0_7.pts,68,left,184.0894385587857,96
154_220330_0715_1_0_7.pts,68,right,152.35929118734813,96
154_220330_0715_1_0_8.pts,68,left,192.80880714093715,96
154_220330_0715_1_0_8.pts,68,right,153.9877024310708,96
154_220330_0715_1_0_9.pts,68,left,194.7694798416265,96
154_220330_0715_1_0_9.pts,68,right,156.26377717038437,96
154_220330_0715_3_0_1.pts,68,left,196.1046326440159,96
154_220330_0715_3_0_1.pts,68,right,169.60390538611483,96
154_220330_0715_3_0_2.pts,68,left,200.326469655022,96
154_220330_0715_3_0_2.pts,68,right,170.12583986240557,96
154_220330_0716_2_0_1.pts,68,left,188.99205818117193,96
154_220330_0716_2_0_1.pts,68,right,167.12911592205876,96
154_220330_0717_5_5_1.pts,68,left,184.4523078979736,96
154_220330_0717_5_5_1.pts,68,right,153.93749182343112,96
154_220330_0717_5_5_2.pts,68,left,165.86089971887762,96
154_220330_0717_5_5_2.pts,68,right,142.67516037800306,96
154_220330_0717_5_5_3.pts,68,left,188.68411285649987,96
154_220330_0717_5_5_3.pts,68,right,172.77939129293046,96
154_220330_0717_5_5_4.pts,68,left,191.21009532855615,96
154_220330_0717_5_5_4.pts,68,right,174.2497130557178,96
154_220330_0717_5_5_5.pts,68,left,183.17275391765494,96
154_220330_0717_5_5_5.pts,68,right,181.29154619623674,96
154_220330_0717_5_5_6.pts,68,left,172.13561836851534,96
154_220330_0717_5_5_6.pts,68,right,144.16590462226347,96
154_220330_0717_5_5_7.pts,68,left,189.09955784659522,96
154_220330_0717_5_5_7.pts,68,right,156.08633027911182,96
154_220330_0717_5_5_8.pts,68,left,181.607801625126,96
154_220330_0717_5_5_8.pts,68,right,153.62836290505996,96
154_220330_0718_1_0_1.pts,68,left,183.56057507597367,96
154_220330_0718_1_0_1.pts,68,right,165.86238606480703,96
154_220330_0718_1_0_2.pts,68,left,197.18631699768383,96
154_220330_0718_1_0_2.pts,68,right,143.66969157681717,96
154_220330_0718_1_0_3.pts,68,left,196.78225416829514,96
154_220330_0718_1_0_3.pts,68,right,169.47935059404074,96
154_220330_0719_1_0_1.pts,68,left,185.9748026540753,96
154_220330_0719_1_0_1.pts,68,right,163.41241962864672,96
154_220330_0719_1_0_2.pts,68,left,186.6450649703275,96
154_220330_0719_1_0_2.pts,68,right,172.69504351762845,96
154_220330_0719_1_0_3.pts,68,left,185.69609730835901,96
154_220330_0719_1_0_3.pts,68,right,173.39654776776203,96
154_220330_0719_1_0_4.pts,68,left,172.15230982411438,96
154_220330_0719_1_0_4.pts,68,right,154.86872577193304,96
154_220330_0719_1_0_5.pts,68,left,196.54265581688767,96
154_220330_0719_1_0_5.pts,68,right,171.6003795968348,96
154_220330_0719_1_0_6.pts,68,left,207.53491807939764,96
154_220330_0719_1_0_6.pts,68,right,182.07156254860058,96
154_220330_0722_2_0_1.pts,68,left,178.23645733188883,96
154_220330_0722_2_0_1.pts,68,right,156.90542445123504,96
154_220330_0723_4_0_1.pts,68,left,155.32461796007883,96
154_220330_0723_4_0_1.pts,68,right,161.44927135859794,96
154_220330_0723_4_0_10.pts,68,left,133.03499957195888,96
154_220330_0723_4_0_10.pts,68,right,154.89983232901056,96
154_220330_0723_4_0_11.pts,68,left,131.69801525544057,96
154_220330_0723_4_0_11.pts,68,right,142.05807888950847,96
154_220330_0723_4_0_12.pts,68,left,126.8003034083297,96
154_220330_0723_4_0_12.pts,68,right,192.06039342410557,96
154_220330_0723_4_0_13.pts,68,left,127.96545649336608,96
154_220330_0723_4_0_13.pts,68,right,187.95432364746966,96
154_220330_0723_4_0_15.pts,68,left,131.63659783239956,96
154_220330_0723_4_0_15.pts,68,right,175.2280807341614,96
154_220330_0723_4_0_16.pts,68,left,128.68692521861826,96
154_220330_0723_4_0_16.pts,68,right,179.38404022902648,96
154_220330_0723_4_0_17.pts,68,left,132.95039384004173,96
154_220330_0723_4_0_17.pts,68,right,192.99195435158526,96
154_220330_0723_4_0_2.pts,68,left,160.09809666437482,96
154_220330_0723_4_0_2.pts,68,right,156.33234718949805,96
154_220330_0723_4_0_3.pts,68,left,153.54552075669451,96
154_220330_0723_4_0_3.pts,68,right,154.54383232957275,96
154_220330_0723_4_0_4.pts,68,left,148.58517946132972,96
154_220330_0723_4_0_4.pts,68,right,152.07737248592315,96
154_220330_0723_4_0_5.pts,68,left,151.88781404561564,96
154_220330_0723_4_0_5.pts,68,right,151.90981242536998,96
154_220330_0723_4_0_6.pts,68,left,136.62767838179778,96
154_220330_0723_4_0_6.pts,68,right,171.380909412662,96
154_220330_0723_4_0_7.pts,68,left,129.49661943249524,96
154_220330_0723_4_0_7.pts,68,right,157.8035153107954,96
154_220330_0723_4_0_8.pts,68,left,131.78530730784144,96
154_220330_0723_4_0_8.pts,68,right,145.705795659915,96
154_220330_0723_4_0_9.pts,68,left,125.77214958452068,96
154_220330_0723_4_0_9.pts,68,right,149.74298814969583,96
154_220330_0723_5_5_1.pts,68,left,195.07610195909587,96
154_220330_0723_5_5_1.pts,68,right,172.8083403658517,96
154_220330_0724_4_0_1.pts,68,left,158.77742107883128,96
154_220330_0724_4_0_1.pts,68,right,176.5477972737758,96
154_220330_0724_4_0_10.pts,68,left,152.3200513903389,96
154_220330_0724_4_0_10.pts,68,right,151.97801833013716,96
154_220330_0724_4_0_11.pts,68,left,145.68628109743193,96
154_220330_0724_4_0_11.pts,68,right,152.17764929333237,96
154_220330_0724_4_0_2.pts,68,left,161.06005867377533,96
154_220330_0724_4_0_2.pts,68,right,163.84935916871936,96
154_220330_0724_4_0_3.pts,68,left,158.35771917472877,96
154_220330_0724_4_0_3.pts,68,right,152.5357954346746,96
154_220330_0724_4_0_4.pts,68,left,156.88971090829696,96
154_220330_0724_4_0_4.pts,68,right,149.9182601360563,96
154_220330_0724_4_0_5.pts,68,left,155.58663627988378,96
154_220330_0724_4_0_5.pts,68,right,162.48272130359652,96
154_220330_0724_4_0_6.pts,68,left,158.03221366403625,96
154_220330_0724_4_0_6.pts,68,right,163.72895284585448,96
